,sex,Form,Group,Rank,Team,Athlete,Score,Remark
1347,M,Double-weapon routines_Shuangbishou (Double Daggers) ,Group D,4,POL,Franciszek Jan DERZKO,8.67,Third Prize
1348,M,Double-weapon routines_Shuangbishou (Double Daggers) ,Group D,5,BUL,Mario PETRUNOV,8.46,Third Prize
1349,M,Double-weapon routines_Shuangbishou (Double Daggers) ,Group D,6,BUL,Georgi NIKOLOV,8.42,
1350,M,Double-weapon routines_Shuangbishou (Double Daggers) ,Group D,Default,FRA,Kévin KE,NA,
1351,M,Double-weapon routines_Shuangbishou (Double Daggers) ,Group D,Default,ROU,Mihai IOANA,NA,
1352,M,Double-weapon routines_Other routines ,Group D,1,BRA,Dennis RODRIGUES MADRUGA,8.74,First Prize
1353,M,Double-weapon routines_Other routines ,Group D,2,AUS,Declan Joe UPPINGTON,8.73,Second Prize
1354,M,Double-weapon routines_Other routines ,Group D,3,FRA,Kévin KE,8.67,Third Prize
1355,M,Double-weapon routines_Other routines ,Group D,4,ROU,Ioan Daniel STAN,8.48,Third Prize
1356,M,Double-weapon routines_Other routines ,Group D,5,HKG,WONG Cho Wai Gabriel,8.13,
1357,M,Double-weapon routines_Other routines ,Group D,Default,IND,Shreya KUMARI,NA,
1358,M,Double-weapon routines_Other routines ,Group D,Default,EGY,Nasr SALEM,NA,
1359,M,Single-weapon routines_Other routines ,Group D,1,SGP,YAP Wei Sheng Wilson,8.98,First Prize
1360,M,Single-weapon routines_Other routines ,Group D,2,BRA,Lucas MACHADO FRADE GALATI,8.86,Second Prize
1361,M,Single-weapon routines_Other routines ,Group D,3,IND,Arkeshwar MEDATWAL,8.64,Third Prize
1362,M,Single-weapon routines_Other routines ,Group D,4,MAC,YUEN Kam Weng,8.63,Third Prize
1363,M,Single-weapon routines_Other routines ,Group D,5,SUI,Igor SIMIC,8.59,
1364,M,Single-weapon routines_Taijidao ,Group E,1,AUS,Mitchell BROWN,8.7,First Prize
1365,M,Single-weapon routines_Taijidao ,Group E,2,ESP,Francisco Javier ARNANZ SOTELO,8.56,Second Prize
1366,M,Single-weapon routines_Taijidao ,Group E,3,GBR,Stanislav BALTSEZAK,8.46,Third Prize
1367,M,Single-weapon routines_Taijidao ,Group E,4,AUS,Dhimesh Ramesh Patel,8.32,Third Prize
1368,M,Single-weapon routines_Taijidao ,Group E,5,FRA,Norman PRADES,8.18,
1369,M,Single-weapon routines_Chen Style Taijijian ,Group E,1,USA,Cheng ZHANG,8.68,First Prize
1370,M,Single-weapon routines_Chen Style Taijijian ,Group E,2,AUS,Sherman Shu Hang MAK,8.63,Second Prize
1371,M,Single-weapon routines_Chen Style Taijijian ,Group E,3,BUL,Ivo GEORGIEV,8.58,Second Prize
1372,M,Single-weapon routines_Chen Style Taijijian ,Group E,4,ITA,Antonio PIGNATARO,8.57,Third Prize
1373,M,Single-weapon routines_Chen Style Taijijian ,Group E,5,USA,Scott SPENCER,8.56,Third Prize
1374,M,Single-weapon routines_Chen Style Taijijian ,Group E,6,BRA,Sergio Minoru TANOSHI,8.51,Third Prize
1375,M,Single-weapon routines_Chen Style Taijijian ,Group E,7,MAS,WONG Chien Kian,8.49,
1376,M,Single-weapon routines_Chen Style Taijijian ,Group E,8,USA,Aleksandr SMIRNOV,8.48,
1377,M,Single-weapon routines_Chen Style Taijijian ,Group E,9,GEO,Lasha SUMBULASHVILI,8.47,
1378,M,Single-weapon routines_Chen Style Taijijian ,Group E,10,POL,Robert Pawel MAsLANKA,8.46,
1379,M,Single-weapon routines_Other Taijijian ,Group E,1,GBR,Barry James PHELAN,8.69,Gold
1380,M,Single-weapon routines_Other Taijijian ,Group E,2,SGP,WONG Kwai Wah,8.58,Silver
1381,M,Single-weapon routines_Other Taijijian ,Group E,3,JPN,IWAMOTO Kunishige,8.5,Bronze
1382,M,Single-weapon routines_Other Taijijian ,Group E,4,ARG,Diego Javier GONZALEZ,8.48,Second Prize
1383,M,Single-weapon routines_Other Taijijian ,Group E,5,AUS,Walter The Khuong LY,8.47,Second Prize
1384,M,Single-weapon routines_Other Taijijian ,Group E,6,MEX,Alberto MORALES ROJAS,8.46,Third Prize
1385,M,Single-weapon routines_Other Taijijian ,Group E,7,SUI,Alexandre ORICCHIO,8.45,Third Prize
1386,M,Single-weapon routines_Other Taijijian ,Group E,8,HKG,CHOI Yik Ching,8.44,Third Prize
1387,M,Single-weapon routines_Other Taijijian ,Group E,9,USA,Alan HIRAHARA,8.43,Third Prize
1388,M,Single-weapon routines_Other Taijijian ,Group E,10,MEX,Cesar HERRERA JIMENEZ,8.41,Third Prize
1389,M,Single-weapon routines_Other Taijijian ,Group E,11,AUS,Wei Wen RUAN,8.38,
1390,M,Single-weapon routines_Other Taijijian ,Group E,12,ARG,Humberto De Jesus VEGA ROMO,8.34,
1391,M,Single-weapon routines_Other Taijijian ,Group E,13,NZL,Owen LOEFFELLECHNER,8.32,
1392,M,Single-weapon routines_Other Taijijian ,Group E,14,USA,Orvie THUMEL,8.25,
1393,M,Single-weapon routines_Other Taijijian ,Group E,Default,SRI,Lakshman Karunaratna SUDU DEWAGE,NA,
1394,M,Single-weapon routines_Taijishan ,Group E,1,SGP,LIM Che How,8.96,First Prize
1395,M,Single-weapon routines_Taijishan ,Group E,2,CZE,Milan HOREJS,8.62,Second Prize
1396,M,Single-weapon routines_Taijishan ,Group E,3,CZE,Tomas RIHACEK,8.52,Third Prize
1397,M,Single-weapon routines_Taijishan ,Group E,4,POL,Wlodzimierz Ziec,8.4,Third Prize
1398,M,Single-weapon routines_Taijishan ,Group E,5,POR,Bruno RIBEIRO,8.36,
1399,M,Single-weapon routines_Taijishan ,Group E,Default,SRI,Ananda Kumara HERATH MUDIYANSELAGE,NA,
1400,M,Double-weapon routines ,Group E,1,ESP,Vicente Miguel RAJA CATALA,8.78,First Prize
1401,M,Double-weapon routines ,Group E,2,BRA,Jose Augusto DA SILVA JUNIOR,8.71,Second Prize
1402,M,Double-weapon routines ,Group E,3,BRA,Richard LEUTZ,8.67,Second Prize
1403,M,Double-weapon routines ,Group E,4,BRA,Marcos DIMANFA BONGIANNI,8.62,Third Prize
1404,M,Double-weapon routines ,Group E,5,POL,Marcin Jacek ZARóD,8.57,Third Prize
1405,M,Double-weapon routines ,Group E,6,USA,Kevin LAW,8.55,Third Prize
1406,M,Double-weapon routines ,Group E,7,FRA,Ludovic REY,8.51,
1407,M,Double-weapon routines ,Group E,8,POL,Lukasz Arkadiusz DERZKO,8.49,
1408,M,Double-weapon routines ,Group E,9,INA,Iwan Setiawan NG,8.45,
1409,M,Single-weapon routines_Dao (Broadsword) ,Group B,1,USA,Matthew Yum Ping WONG,8.55,Gold
1410,M,Single-weapon routines_Dao (Broadsword) ,Group B,2,USA,Aaron LIANG,8.54,Silver
1411,M,Single-weapon routines_Dao (Broadsword) ,Group B,3,SGP,CHIA Hong Jie Ayden,8.53,Bronze
1412,M,Single-weapon routines_Dao (Broadsword) ,Group B,4,KAZ,Eldar BALABEKOV,8.51,Second Prize
1413,M,Single-weapon routines_Dao (Broadsword) ,Group B,5,POL,Adam WARGACKI,8.48,Second Prize
1414,M,Single-weapon routines_Dao (Broadsword) ,Group B,6,MAS,TAN Darren Guan Liang,8.45,Third Prize
1415,M,Single-weapon routines_Dao (Broadsword) ,Group B,7,AUS,Haolong Carlos LI,8.42,Third Prize
1416,M,Single-weapon routines_Dao (Broadsword) ,Group B,8,BRU,Qayden Ming Yi YII,8.4,Third Prize
1417,M,Single-weapon routines_Dao (Broadsword) ,Group B,9,MAC,LI Pengcheng,8.38,Third Prize
1418,M,Single-weapon routines_Dao (Broadsword) ,Group B,10,USA,Gottlieb ZHU,8.37,Third Prize
1419,M,Single-weapon routines_Dao (Broadsword) ,Group B,11,FRA,Félicien Zhi - Yi DU,8.36,
1420,M,Single-weapon routines_Dao (Broadsword) ,Group B,12,USA,Bryan TSUN,8.35,
1421,M,Single-weapon routines_Dao (Broadsword) ,Group B,13,EGY,Mhamed MOUSTAFA,8.21,
1422,M,Single-weapon routines_Dao (Broadsword) ,Group B,14,EGY,Mansour ELALAMI,7.91,
1423,M,Single-weapon routines_Dao (Broadsword) ,Group B,Default,BRU,Quintus Ming Jun YII,NA,
1424,M,Single-weapon routines_Jian (Straight Sword) ,Group B,1,SVK,Martin GáLIS,8.61,First Prize
1425,M,Single-weapon routines_Jian (Straight Sword) ,Group B,2,HKG,WONG Remus,8.56,Second Prize
1426,M,Single-weapon routines_Jian (Straight Sword) ,Group B,3,ITA,Mark SECCI,8.44,Second Prize
1427,M,Single-weapon routines_Jian (Straight Sword) ,Group B,4,IND,Sri Varshan SURESH KUMAR,8.34,Third Prize
1428,M,Single-weapon routines_Jian (Straight Sword) ,Group B,5,USA,Yabin YANG,8.32,Third Prize
1429,M,Single-weapon routines_Jian (Straight Sword) ,Group B,6,BRA,Lorenzo SAVIANE ANTOGNOLLI,8.27,Third Prize
1430,M,Single-weapon routines_Jian (Straight Sword) ,Group B,7,ROU,Andrei UDISTEANU ASLAN,8.2,
1431,M,Single-weapon routines_Jian (Straight Sword) ,Group B,Default,FRA,Murphy MOU SANG,NA,
1432,M,Single-weapon routines_Gun (Cudgel/Staff),Group B,1,GRE,Konstantinos LIAPIS,8.57,Gold
1433,M,Single-weapon routines_Gun (Cudgel/Staff),Group B,2,BRA,Leonardo SOARES FONDELLO,8.52,Silver
1434,M,Single-weapon routines_Gun (Cudgel/Staff),Group B,3,KAZ,Rinat MARAYEV,8.51,Bronze
1435,M,Single-weapon routines_Gun (Cudgel/Staff),Group B,4,USA,Julian THIO,8.49,Second Prize
1436,M,Single-weapon routines_Gun (Cudgel/Staff),Group B,5,MAS,NG Ricky Jia Cheng,8.46,Second Prize
1437,M,Single-weapon routines_Gun (Cudgel/Staff),Group B,6,GRE,Odysseas THEODOROU,8.45,Third Prize
1438,M,Single-weapon routines_Gun (Cudgel/Staff),Group B,7,USA,Aaron FENG,8.43,Third Prize
1439,M,Single-weapon routines_Gun (Cudgel/Staff),Group B,8,MAC,CHAN Chi Hin,8.42,Third Prize
1440,M,Single-weapon routines_Gun (Cudgel/Staff),Group B,9,AUS,Robin Yubin ZHENG,8.4,Third Prize
1441,M,Single-weapon routines_Gun (Cudgel/Staff),Group B,10,USA,Miles GAAN,8.39,Third Prize
1442,M,Single-weapon routines_Gun (Cudgel/Staff),Group B,11,CAN,Jing Hao Alexander NG,8.38,
1443,M,Single-weapon routines_Gun (Cudgel/Staff),Group B,12,USA,Logan Xavier AU-YEUNG,8.36,
1444,M,Single-weapon routines_Gun (Cudgel/Staff),Group B,13,AUS,Austin Dave SANJO,8.31,
1445,M,Single-weapon routines_Gun (Cudgel/Staff),Group B,14,AUS,Ray Yuen HO,8.23,
1446,M,Single-weapon routines_Gun (Cudgel/Staff),Group B,15,EGY,Elsayed ELSHERBINI,8.16,
1447,W,Single-weapon routines_Jian (Straight Sword) ,Group D,1,CHN,WANG Ben,9.07,Gold
1448,W,Single-weapon routines_Jian (Straight Sword) ,Group D,2,CHN,LV Jiawen,9,Silver
1449,W,Single-weapon routines_Jian (Straight Sword) ,Group D,3,AIN,Alina BUTRINOVA,8.8,Bronze
1450,W,Single-weapon routines_Jian (Straight Sword) ,Group D,4,UKR,Yana POLTORATSKA,8.77,Second Prize
1451,W,Single-weapon routines_Jian (Straight Sword) ,Group D,5,LAT,Polina MALAHOVA,8.76,Second Prize
1452,W,Single-weapon routines_Jian (Straight Sword) ,Group D,6,SVK,Hanka HATALOVá,8.61,Third Prize
1453,W,Single-weapon routines_Jian (Straight Sword) ,Group D,7,UKR,Svitlana ZAVIALOVA,8.54,Third Prize
1454,W,Single-weapon routines_Jian (Straight Sword) ,Group D,8,POL,Patrycja Anna KOLASKA,8.52,Third Prize
1455,W,Single-weapon routines_Jian (Straight Sword) ,Group D,9,POR,Inês SOARES,8.48,Third Prize
1456,W,Single-weapon routines_Jian (Straight Sword) ,Group D,10,ESP,Zaida GARCíA DE LA GALANA ALIRANGUES,8.4,
1457,W,Single-weapon routines_Jian (Straight Sword) ,Group D,11,ROU,Cezara GORAN,8.34,
1458,W,Single-weapon routines_Jian (Straight Sword) ,Group D,12,HUN,Hanna DANCS,8.29,
1459,W,Single-weapon routines_Jian (Straight Sword) ,Group D,13,ARG,Ayelen Sabrina RANDAZZO,8.16,
1460,W,Single-weapon routines_Jian (Straight Sword) ,Group D,Default,RSA,Nerine DU PLESSIS,NA,
1461,W,Single-weapon routines_Jian (Straight Sword) ,Group D,Default,CHN,CHEN Yu,NA,
1462,W,Single-weapon routines_Gun (Cudgel/Staff),Group D,1,TUR,Zeynep Makbule AKYUZ,8.83,Gold
1463,W,Single-weapon routines_Gun (Cudgel/Staff),Group D,2,AIN,Evgenia PAVLOVA,8.71,Silver
1464,W,Single-weapon routines_Gun (Cudgel/Staff),Group D,3,UKR,Lidiia SOBOL,8.7,Bronze
1465,W,Single-weapon routines_Gun (Cudgel/Staff),Group D,4,KAZ,Dayana KUSPANOVA,8.53,Second Prize
1466,W,Single-weapon routines_Gun (Cudgel/Staff),Group D,5,MAC,LEI Un Si,8.51,Second Prize
1467,W,Single-weapon routines_Gun (Cudgel/Staff),Group D,6,POL,Emilia Marta RYCHLEWSKA,8.48,Second Prize
1468,W,Single-weapon routines_Gun (Cudgel/Staff),Group D,7,ITA,Letizia Giulietta TEDOLDI,8.47,Third Prize
1469,W,Single-weapon routines_Gun (Cudgel/Staff),Group D,8,GRE,Panagiota Aikaterini MATHIOPOULOU,8.46,Third Prize
1470,W,Single-weapon routines_Gun (Cudgel/Staff),Group D,9,NED,Nicole Amely Mikhailovna USACHEV,8.45,Third Prize
1471,W,Single-weapon routines_Gun (Cudgel/Staff),Group D,10,IND,Purnima LINDA,8.44,Third Prize
1472,W,Single-weapon routines_Gun (Cudgel/Staff),Group D,11,GRE,Margarita PAGONI,8.43,Third Prize
1473,W,Single-weapon routines_Gun (Cudgel/Staff),Group D,12,BRA,Pamela RAMAZZOTTI GOMES,8.41,Third Prize
1474,W,Single-weapon routines_Gun (Cudgel/Staff),Group D,13,KGZ,Aisalkyn TASHMATOVA,8.39,
1475,W,Single-weapon routines_Gun (Cudgel/Staff),Group D,14,GRE,Konstantina FOTEINOGIANNOPOULOU,8.33,
1476,W,Single-weapon routines_Gun (Cudgel/Staff),Group D,15,AUS,Amy NGHIEM,8.3,
1477,W,Single-weapon routines_Gun (Cudgel/Staff),Group D,16,MEX,Karen Priscila PANECATL URQUIZA,8.25,
1478,W,Single-weapon routines_Gun (Cudgel/Staff),Group D,17,CAN,Stephanie BRAITHWAITE,8.2,
1479,W,Single-weapon routines_Gun (Cudgel/Staff),Group D,Default,CHN,LIU Jinxia,NA,
1480,W,Single-weapon routines_Gun (Cudgel/Staff),Group D,Default,CHN,HUANG Songyuan,NA,
1481,W,Single-weapon routines_Gun (Cudgel/Staff),Group D,Default,NZL,Sixia GENG,NA,
1482,W,Single-weapon routines_Nandao (Southern Broadsword) ,Group D,1,HKG,HE Jianxin,9.16,First Prize
1483,W,Single-weapon routines_Nandao (Southern Broadsword) ,Group D,2,IND,Rezina TAMANG,9.09,Second Prize
1484,W,Single-weapon routines_Nandao (Southern Broadsword) ,Group D,3,MAC,PO Hio Lam,8.86,Third Prize
1485,W,Single-weapon routines_Nandao (Southern Broadsword) ,Group D,4,AIN,Ekaterina DONETS,8.77,Third Prize
1486,W,Single-weapon routines_Nandao (Southern Broadsword) ,Group D,5,USA,Luna FRANCO,8.73,
1487,W,Single-weapon routines_Nandao (Southern Broadsword) ,Group D,Default,CHN,ZHOU Qi,NA,
1488,W,Single-weapon routines_Nandao (Southern Broadsword) ,Group D,Default,ARG,Erika Judith RANDAZZO,NA,
1489,W,Double-weapon routines_Other routines ,Group D,1,USA,Meiying WANG,8.89,Gold
1490,W,Double-weapon routines_Other routines ,Group D,2,ROU,Mara Georgia Alina OBEANU,8.65,Silver
1491,W,Double-weapon routines_Other routines ,Group D,3,FRA,Alexandra CARVALHEIRO,8.51,Bronze
1492,W,Double-weapon routines_Other routines ,Group D,4,NZL,Nelara AMARASINGHE,8.5,Second Prize
1493,W,Double-weapon routines_Other routines ,Group D,5,SGP,LOW Elicia Qiu Min,8.49,Second Prize
1494,W,Double-weapon routines_Other routines ,Group D,6,MAS,CHOONG Hui Ying,8.48,Third Prize
1495,W,Double-weapon routines_Other routines ,Group D,7,NED,Kira Alana Phaedra ORMSKERK,8.47,Third Prize
1496,W,Double-weapon routines_Other routines ,Group D,8,ITA,Nadia LO SAPIO,8.46,Third Prize
1497,W,Double-weapon routines_Other routines ,Group D,9,MAC,LIAO Chio Weng,8.45,Third Prize
1498,W,Double-weapon routines_Other routines ,Group D,10,RSA,Kitana Cora VAN DER MESCHT,8.43,
1499,W,Double-weapon routines_Other routines ,Group D,11,IND,Vedaasruthi SHANMUGAVADIVEL,8.41,
1500,W,Double-weapon routines_Other routines ,Group D,12,USA,Jessica ZOU,8.3,
1501,W,Double-weapon routines_Other routines ,Group D,Default,CHN,DUAN Jing,NA,
1502,M,Single-weapon routines_Other routines ,Group A,1,USA,Frederick LI,7.92,First Prize
1503,M,Single-weapon routines_Other routines ,Group A,2,NZL,Villa ZHANG,7.81,First Prize
1504,M,Single-weapon routines_Other routines ,Group A,3,SGP,WENG Linrui,7.69,Second Prize
1505,M,Single-weapon routines_Other routines ,Group A,4,USA,Henry ZHOU,7.68,Second Prize
1506,M,Single-weapon routines_Other routines ,Group A,5,USA,Augustine DENG,7.58,Third Prize
1507,M,Single-weapon routines_Other routines ,Group A,6,NZL,Liyou LI,7.53,Third Prize
1508,M,Single-weapon routines_Other routines ,Group A,7,USA,Aiden LIANG,7.38,Third Prize
1509,M,Single-weapon routines_Other routines ,Group A,8,CAN,Albert ZHAO,7.33,
1510,M,Single-weapon routines_Other routines ,Group A,Default,USA,Alex LI,NA,
1511,M,Single-weapon routines_Other routines ,Group A,Default,USA,Henry Mengxuan HE,NA,
1512,M,Single-weapon routines_Other routines ,Group A,Default,USA,Brendan HOANG,NA,
1513,M,Double-weapon routines ,Group A,1,FRA,Léo SCHUR CHEN,7.88,Gold
1514,M,Double-weapon routines ,Group A,2,USA,Alex LI,7.84,Silver
1515,M,Double-weapon routines ,Group A,3,MAC,TANG Pak Him,7.78,Bronze
1516,M,Double-weapon routines ,Group A,4,MAC,ZHENG Kun Pang,7.76,Second Prize
1517,M,Double-weapon routines ,Group A,5,MAS,TAN Thye Yih,7.61,Second Prize
1518,M,Double-weapon routines ,Group A,6,MAS,TAN Khai Yeah,7.6,Second Prize
1519,M,Double-weapon routines ,Group A,7,USA,Greyson TURNBULL,7.59,Third Prize
1520,M,Double-weapon routines ,Group A,8,HKG,YU Jianan,7.58,Third Prize
1521,M,Double-weapon routines ,Group A,9,HKG,LYU Mingze,7.5,Third Prize
1522,M,Double-weapon routines ,Group A,10,MAS,TEOH Yik Yang,7.46,Third Prize
1523,M,Double-weapon routines ,Group A,11,USA,Weihang YAN,7.44,
1524,M,Double-weapon routines ,Group A,12,MAS,LAU Ryan You Jie,7.36,
1525,M,Single-weapon routines_Dao (Broadsword) ,Group C,1,AIN,Aleksandr SURKOV,8.68,Gold
1526,M,Single-weapon routines_Dao (Broadsword) ,Group C,2,KAZ,Alizhan MUKHAMETOV,8.67,Silver
1527,M,Single-weapon routines_Dao (Broadsword) ,Group C,3,MAC,WONG Hok Weng,8.65,Bronze
1528,M,Single-weapon routines_Dao (Broadsword) ,Group C,4,USA,Jasper Zhen Bao LI,8.56,Second Prize
1529,M,Single-weapon routines_Dao (Broadsword) ,Group C,5,HKG,CHEUNG Ching Hei,8.47,Second Prize
1530,M,Single-weapon routines_Dao (Broadsword) ,Group C,6,GRE,Panagiotis TOUROUTSIKAS,8.46,Second Prize
1531,M,Single-weapon routines_Dao (Broadsword) ,Group C,7,POL,Jakub Marcel OLESZCZUK,8.39,Third Prize
1532,M,Single-weapon routines_Dao (Broadsword) ,Group C,8,BRA,Enzo FANTINATI CALAMARI,8.38,Third Prize
1533,M,Single-weapon routines_Dao (Broadsword) ,Group C,9,GRE,Dimitrios KOTTAS,8.36,Third Prize
1534,M,Single-weapon routines_Dao (Broadsword) ,Group C,10,USA,Brandon HORN,8.35,Third Prize
1535,M,Single-weapon routines_Dao (Broadsword) ,Group C,11,BRU,Ayden Chun Zhen LOO,8.34,Third Prize
1536,M,Single-weapon routines_Dao (Broadsword) ,Group C,12,IND,Aatish Raj RAJKUMAR,8.33,Third Prize
1537,M,Single-weapon routines_Dao (Broadsword) ,Group C,13,HKG,LU Elliot,8.31,
1538,M,Single-weapon routines_Dao (Broadsword) ,Group C,14,USA,Sean WAGNER,8.24,
1539,M,Single-weapon routines_Dao (Broadsword) ,Group C,15,GRE,DINAKU ALEXANDROS,8.18,
1540,M,Single-weapon routines_Dao (Broadsword) ,Group C,16,EGY,Nour ELEMAM,8.15,
1541,M,Single-weapon routines_Dao (Broadsword) ,Group C,17,EGY,Fars IBRAHIM,8.04,
1542,M,Single-weapon routines_Jian (Straight Sword) ,Group C,1,USA,Landau TZOU,8.61,First Prize
1543,M,Single-weapon routines_Jian (Straight Sword) ,Group C,2,UKR,Volodymyr SHYNKARENKO,8.58,Second Prize
1544,M,Single-weapon routines_Jian (Straight Sword) ,Group C,3,KAZ,Nurlan MUSTAFIN,8.54,Second Prize
1545,M,Single-weapon routines_Jian (Straight Sword) ,Group C,4,USA,Luke WAGNER,8.37,Third Prize
1546,M,Single-weapon routines_Jian (Straight Sword) ,Group C,5,AUS,Fan-rong KONG,8.27,Third Prize
1547,M,Single-weapon routines_Jian (Straight Sword) ,Group C,6,LAT,Roberts RITENBERGS,8.22,Third Prize
1548,M,Single-weapon routines_Jian (Straight Sword) ,Group C,7,TJK,Fazliddin KHOJAEV,8.21,
1549,M,Single-weapon routines_Jian (Straight Sword) ,Group C,8,AUS,Enqi GE,8.16,
1550,M,Single-weapon routines_Gun (Cudgel/Staff),Group C,1,KAZ,Kirill MALEYEV,8.68,Gold
1551,M,Single-weapon routines_Gun (Cudgel/Staff),Group C,2,TUN,El Mabrouk RAFED,8.59,Silver
1552,M,Single-weapon routines_Gun (Cudgel/Staff),Group C,3,GEO,Nikolozi NUTSUBIDZE,8.5,Bronze
1553,M,Single-weapon routines_Gun (Cudgel/Staff),Group C,4,GRE,Charalambos Iosif MATHIOPOULOS,8.47,Second Prize
1554,M,Single-weapon routines_Gun (Cudgel/Staff),Group C,5,ROU,Andrei Mario NEDELEA,8.46,Second Prize
1555,M,Single-weapon routines_Gun (Cudgel/Staff),Group C,6,CZE,Lukas HUSAK,8.45,Third Prize
1556,M,Single-weapon routines_Gun (Cudgel/Staff),Group C,7,ROU,Andrei Eduard MIU,8.42,Third Prize
1557,M,Single-weapon routines_Gun (Cudgel/Staff),Group C,8,GRE,Vlasios KINTAKAS,8.39,Third Prize
1558,M,Single-weapon routines_Gun (Cudgel/Staff),Group C,9,KAZ,Ilya POTSKHVERIYA,8.37,Third Prize
1559,M,Single-weapon routines_Gun (Cudgel/Staff),Group C,10,USA,Aaron LEE,8.36,Third Prize
1560,M,Single-weapon routines_Gun (Cudgel/Staff),Group C,11,GRE,Evaggelos FOTEINOGIANNOPOULOS,8.33,
1561,M,Single-weapon routines_Gun (Cudgel/Staff),Group C,12,MEX,Arhat MENEZ ALARCON,8.26,
1562,M,Single-weapon routines_Gun (Cudgel/Staff),Group C,13,USA,Ethan CHE,8.24,
1563,M,Single-weapon routines_Gun (Cudgel/Staff),Group C,14,EGY,Omar ELSHOURBAGI,8.22,
1564,M,Single-weapon routines_Gun (Cudgel/Staff),Group C,15,GRE,Georgios LABOUSIS,8.06,
1565,M,Single-weapon routines_Gun (Cudgel/Staff),Group C,Default,GRE,DINAKU ALEXANDROS,NA,
1566,M,Single-weapon routines_Pudao ,Group C,1,LAT,Nikita MATVEJEVS,8.57,First Prize
1567,M,Single-weapon routines_Pudao ,Group C,2,CAN,WANG Tengyi,8.49,Second Prize
1568,M,Single-weapon routines_Pudao ,Group C,3,TUN,Kadri MOHAMED YASSIN,8.46,Second Prize
1569,M,Single-weapon routines_Pudao ,Group C,4,ITA,Giorgio BELMONTE,8.43,Third Prize
1570,M,Single-weapon routines_Pudao ,Group C,5,POR,Miguel SOUSA,8.35,Third Prize
1571,M,Single-weapon routines_Pudao ,Group C,6,USA,Atom ELY,8.26,Third Prize
1572,M,Single-weapon routines_Pudao ,Group C,7,EGY,Mohanad ISMAIL,8.11,
1573,M,Single-weapon routines_Guandao (Kwan Dao),Group C,1,MAC,IP Man Chit,8.56,First Prize
1574,M,Single-weapon routines_Guandao (Kwan Dao),Group C,2,ITA,Mario Faris BAZZARA,8.54,Second Prize
1575,M,Single-weapon routines_Guandao (Kwan Dao),Group C,3,EGY,Ramy Ramadan Mohamed,8.51,Second Prize
1576,M,Single-weapon routines_Guandao (Kwan Dao),Group C,4,BRA,Kaue Kenji GONCALVES MIYASAKA,8.43,Third Prize
1577,M,Single-weapon routines_Guandao (Kwan Dao),Group C,5,USA,Sebastian RAMOS CONTRERAS,8.42,Third Prize
1578,M,Single-weapon routines_Guandao (Kwan Dao),Group C,6,EGY,Moustafa ZARA,8.21,
1579,M,Single-weapon routines_Nandao (Southern Broadsword) ,Group C,1,AIN,Mikhail MINAKOV,8.66,First Prize
1580,M,Single-weapon routines_Nandao (Southern Broadsword) ,Group C,2,LAT,Nikita KOKINS,8.61,Second Prize
1581,M,Single-weapon routines_Nandao (Southern Broadsword) ,Group C,3,TUR,Furkan Osman SAYINER,8.6,Second Prize
1582,M,Single-weapon routines_Nandao (Southern Broadsword) ,Group C,4,ROU,Mihai Daniel DINCU,8.59,Third Prize
1583,M,Single-weapon routines_Nandao (Southern Broadsword) ,Group C,5,USA,Adam POPP,8.39,Third Prize
1584,M,Single-weapon routines_Nandao (Southern Broadsword) ,Group C,6,USA,Chase WONG,8.37,
